record_id,field,original_text,word_count,unique_words,categorical_diversity,compositional_complexity,semantic_density,von_neumann_entropy,category_coherence,compositional_entanglement,grammatical_superposition,semantic_interference,frame_competition,categorical_coherence_variance,multiple_reality_strength,frame_conflict_strength,semantic_ambiguity,circuit_depth,circuit_gates,qubit_count,discocat_enhanced,discopy_available
23,新聞標題,NCC無線設備進口審查費750元惹議NCC’s NT$750 Wireless Import Fee Sparks Debate,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
24,新聞標題,史書華外遇風波延燒 公眾人物道德標準再受關注Shih Shu-Hua’s Affair Scandal Sparks Debate on Public Morality,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
25,新聞標題,"高雄連環分屍案震驚社會 警方擴大偵辦 Kaohsiung Dismemberment Case Shocks Public, Probe Expands",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
26,新聞標題,"大S骨灰包機爭議 汪小菲直播怒飆張蘭""Big S Ashes Flight Scandal: Wang Xiaofei Rages Live""",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
27,新聞標題,"新北男搶10元自首求牢飯 無保請回""New Taipei Man Robs $0.30, Surrenders, Released""",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
28,新聞標題,"「高雄診所收千元快速看診引爭議」""Kaohsiung Clinic Charges $1000 for Fast Care""",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
29,新聞標題,"埔里路易莎驅趕罷免志工 引發爭議Puli Louisa Ousts Recall Volunteers, Stirs Debate",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
30,新聞標題,"「大S猝逝揭露台日醫療差異，分級制度惹議」""Barbie Hsu's Death Highlights Japan-Taiwan Medical System Gap""",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
31,新聞標題,486先生P圖韓女醜聞發酵　恐涉妨害隱私Influencer 486 Scandal: Alleged Deepfake Sparks Outrage,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
32,新聞標題,DeepSeek AI涉侵權？美中AI競爭升溫DeepSeek AI Controversy: US-China AI Race Heats Up,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
33,新聞標題,"竹科除夕夜突降壓 工程師圍爐途中急返廠Hsinchu Power Dip on Lunar New Year's Eve, Engineers Rushed Back",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
34,新聞標題,義消捕蜂殉職撫卹爭議 市府籲保障Volunteer Firefighter Death Sparks Policy Debate,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
35,新聞標題,"台積電面臨關稅挑戰，產業前景受考驗TSMC Faces Tariff Challenges, Industry at Stake",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
36,新聞標題,"DeepSeek超越ChatGPT 登美國App Store榜首DeepSeek Tops US App Store, Beats ChatGPT",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
37,新聞標題,宏達電售XR人力予Google，2.5億美元震撼業界HTC Sells XR Team to Google in $250M Deal,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
38,新聞標題,林秉樞命危 家屬控北所延誤醫療真相待查Lin Binshu Critically Ill; Family Questions Medical Negligence,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
39,新聞標題,"警工推批賴清德詐欺言論失當 要求公開道歉Police Union Slams President, Demands Public Apology",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
40,新聞標題,楠西地震災損便當不夠發 慈濟火速應急Nansi Earthquake Aid Shortfall: Tzu Chi Responds Quickly,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
41,新聞標題,川普狂簽行政命令 引兩派爭論不休Trump’s Orders Ignite Intense Public Debate,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
42,新聞標題,Hyperliquid 主網推出 HIP-1 現貨代幣部署功能Hyperliquid Launches HIP-1 Token Deployment on Mainnet,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
43,新聞標題,影視補助爭議：民視被爆要求免費授權Media Controversy: Minshi Allegedly Demands Free Rights,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
44,新聞標題,"劉姓保母姊妹虐童致死 檢方重訴求刑Nanny Sisters Charged for Child Abuse, Fatalities",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
45,新聞標題,藍白刪預算惹爭議 財政部陷假訊息風波Budget Cuts Spark Controversy; Ministry Faces Fake News Claims,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
46,新聞標題,TikTok禁令倒數 美中科技角力再升級TikTok Ban Looms as US-China Tech Clash Deepens,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
47,新聞標題,"台北市漫畫工會反對預算刪減 呼籲政府重視台漫未來Taipei Comics Guild Opposes Budget Cuts, Urges Support",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
48,新聞標題,"賴政府執行黃麟凱死刑 社會熱議存廢Lai's Government Executes Huang Lin-Kai, Sparking Debate",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
49,新聞標題,"鍾佳濱持油壓剪破拒馬，稱救人遭質疑Legislator Uses Hydraulic Cutter, Claims Rescue",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
50,新聞標題,"警官涉虛擬貨幣洗錢案 檢調搜索19處Police Officers in Crypto Laundering, 19 Sites Raided",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
51,新聞標題,數發部業務費僅剩一元 政府預算引爭議Digital Ministry's Budget Cut to NT$1 Sparks Debate,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
52,新聞標題,麥當勞取消美樂蒂聯名 引發社會熱議McDonald’s Cancels My Melody Collaboration Amid Backlash#sora,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
53,新聞標題,88會館負責人郭哲敏2億元交保 檢方提抗告88 Club Chief Released on $2B Bail; Prosecutors Appeal,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
54,新聞標題,衛福部推LGBT+醫療新指引 未成年手術掀爭議New LGBT+ Medical Guidelines Spark Debate in Taiwan,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
55,新聞標題,教育部澄清：林郁婷性別爭議非事實MOE Denies Gender Controversy for Lin Yu-Ting,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
56,新聞標題,警察退休金修法爭議：7.4萬上限惹爭議Police Pension Reform Sparks Debate: $74K Cap,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
57,新聞標題,台英麥當勞性侵醜聞：企業文化遭質疑McDonald’s Scandals in Taiwan and UK: Culture Questioned,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
58,新聞標題,"林秉文潛逃案延燒 徐巧芯堅定回應Fugitive Lin Scandal Escalates, Legislator Responds",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
59,新聞標題,憲法訴訟法爭議，行政立法再掀波瀾Constitutional Dispute Deepens Legislative Rift,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
60,新聞標題,水費31年首漲 民眾壓力山大First Water Rate Hike in 31 Years Hits Hard,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
61,新聞標題,檢察官高檔餐敘惹議：與權貴共餐引發調查Prosecutors’ Luxury Dinner Sparks Ethics Investigation,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
62,新聞標題,"慈濟壁畫爭議升溫，藝術家權益受關注""Art Rights Controversy over Tzu Chi Mural""",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
63,新聞標題,"林秉文發文否認逃亡，批政治抹黑Lin Bingwen Denies Fleeing, Slams Political Smears",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
64,新聞標題,"川普揚言奪取巴拿馬運河與格陵蘭Trump Threatens Control of Panama Canal, Greenland",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
65,新聞標題,歌手邱軍涉肇逃過失致死 檢方聲押Singer Qiu Jun Faces Charges of Hit-and-Run,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
66,新聞標題,新北三重建案挖地基釀災，鄰屋倒塌Foundation Work in Sanchong Causes Building Collapse,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
67,新聞標題,"柯建銘提出雙罷方案，改革案再掀波瀾Ko Chien-ming Proposes Dual Recall Plan, Reform Sparks Debate",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
68,新聞標題,黑熊學院補助爭議延燒 朝野互批圖利Funding Controversy: Black Bear Academy Sparks Debate,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
69,新聞標題,苗博雅因言論爭議道歉，黃國昌父喪成焦點Miao Boya Apologizes for Remarks Amid Huang's Grief,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
70,新聞標題,軍公教加薪3%延後發放，政爭再掀波瀾3% Pay Raise Delayed: Politics Stirs Tensions,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
71,新聞標題,台南廢土案：300公頃土地遭污染！Tainan Scandal: 300 Hectares of Soil Polluted,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
72,新聞標題,"中校偽造父親訃聞請假 被檢方起訴Colonel Fakes Father's Obituary, Faces Prosecution",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
73,新聞標題,"內政部稱預算刪減恐影響施政，引輿論抨擊Ministry Warns Budget Cuts May Impact Policies, Faces Backlash",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
74,新聞標題,前助理蘿拉反咬蔡阿嘎，控逃稅與非MIT商品英文Ex-Assistant Laura Accuses Tsai Aga of Tax Evasion and Fake MIT Products,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
75,新聞標題,"趙露思罹失語症停工休養 引心理健康關注Zhao Lusi Faces Aphasia, Sparks Mental Health Awareness",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
76,新聞標題,高鐵南延屏東 高雄方案啟動經濟新章HSR Extension to Pingtung: Kaohsiung Plan Launches,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
77,新聞標題,柯文哲3000萬交保 北檢不滿將抗告Ko Wen-je Released on $3 Million Bail; Prosecutors to Appeal,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
78,新聞標題,113學年大專註冊率公布！9校低於六成University Enrollment Rates: 9 Schools Below 60%,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
79,新聞標題,hMPV疫情升溫：高危群體需警惕，專家籲科學防疫Rising hMPV Cases: Experts Urge Caution and Prevention,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
80,新聞標題,北檢起訴柯文哲：求刑28年半Ko Wen-je Indicted: 28 Years Sought,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
81,新聞標題,大法官提名衝擊司法信任 Judicial Nomination Standoff,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
82,新聞標題,長照負擔沉重 弒親案震驚社會Family Burden Sparks Shocking Murder Case,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
83,新聞標題,北市麥當勞性侵案 少女憂鬱輕生McDonald's Scandal: Teen Dies After Abuse,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
84,新聞標題,"三重老伯鬧跳蛙公車，全車延誤半小時Elderly Man Disrupts Bus, Delays Passengers",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
85,新聞標題,"卓揆：修法恐致中央救災無力""Premier Chuo Warns: Reform May Weaken Central Aid""",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
86,新聞標題,浮洲站驚魂：男子跳軌後奇蹟生還Miracle Escape: Man Survives Train Collision,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
87,新聞標題,立法院強行通過法案 賴清德批程序Legislature Passes Bills; Lai Criticizes Process,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
88,新聞標題,"台中倉庫火災：9死8傷 工安問題再揭危機Taiwan Warehouse Fire: 9 Dead, 8 Injured, Safety Issues Exposed",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
89,新聞標題,"台中網紅甜點店倒閉 老闆夫妻桃園身亡Popular Taichung Dessert Shop Closes, Owners Dead",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
90,新聞標題,"王義川倒水爭議爆發引發霸凌與政治攻防討論""Water Controversy Erupts in Parliament, Sparks Bullying and Political Debate""",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
91,新聞標題,醫院麻疹群聚累計5例 疾管署強化防疫Hospital Measles Cluster Hits 5 Cases; CDC Tightens Measures,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
92,新聞標題,"《零日攻擊》補助1.1億引爭議，程序正義惹議""Zero Day Attack"" Receives $1.13B, Sparks Debate",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
93,新聞標題,"「蓋錯選票？黃珊珊事件引發政治角力討論」""Voting Mistake? Shan-Shan Huang Incident Ignites Political Tug-of-War Debate""",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
94,新聞標題,"「三台人遭捕 羅文嘉促雙城論壇關注」""Taiwanese Detained: Lo Calls for Forum Action""",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
95,新聞標題,農業專才誤入歧途非法種植大麻市值2850萬$28.5M Cannabis Operation Exposed,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
96,新聞標題,關稅歸零爭議：國產車工業面臨存亡考驗Zero Tariff Debate: Taiwan’s Domestic Car Industry Faces Survival Challenge,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
97,新聞標題,高鐵自由座規則引熱議，單人乘客感不公平Taiwan's High-Speed Rail Seat Policy Sparks Debate on Fairness,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
98,新聞標題,黑熊學院使用陸製無人機引爭議，Black Bear Academy Apologizes for Using Chinese-Made Drone,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
99,新聞標題,北科大亮刀事件 校方展開輔導調查Knife Incident at NTUT: Counseling and Probe Begin,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
100,新聞標題,台中婦人慘遭詐騙7300萬 地面師手法真實上演Taiwan Woman Scammed of NT$73M in 'Master Fraud' Plot,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
101,新聞標題,「凍結預算50%」黃國昌批台糖追討不力 引發朝野激辯Taiwan Sugar Corporation Faces Scrutiny Over Slow Debt Recovery Process,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
102,新聞標題,陳彥翔縱火案死刑改判無期 引發社會高度爭議Chen Arson Case Reduced to Life,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
103,新聞標題,台南御珍坊愛心餐喊停：濫用行為讓善意初衷失焦Tainan's Yuzhenfang Halts Charity Meals: Misuse of Kindness Sparks Controversy,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
104,新聞標題,"新北88會館案嫌犯出境引爭議：司法效能再遭質疑Suspect in New Taipei 88 Club Case Flees Abroad, Sparking Judicial Criticism",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
105,新聞標題,高鐵潑水糾紛引騷動 母子與藍衣女子和解Water Dispute on Taiwan HSR Settled Peacefully,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
106,新聞標題,"「內湖雙屍命案揭投資詐騙黑幕，檢警持續偵辦」""Neihu Double Murder Unveils Investment Fraud Scandal, Investigation Underway""",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
107,新聞標題,"台北醫美事故掀麻醉爭議」""Taipei Aesthetic Incident Spurs Anesthesia Debate""",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
108,新聞標題,民眾黨遊行：捍衛勞工權益TPP March: Advocating Labor Rights,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
109,新聞標題,"台鐵高層共識營專業訓練還是豪華旅遊？""Taiwan Railways Leadership Workshop: Professional Training or Luxurious Getaway?""",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
110,新聞標題,"馬來西亞自動通關系統遮蓋中華民國國旗引爭議」""Malaysia Covers ROC Flag, Sparks Debate""",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
111,新聞標題,代理孕母爭議：立院審法 社會分歧Surrogacy Debate Sparks Division in Taiwan,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
